versão=4 INFBC, SUPBC, DTINICIO, DTFIM, PARCDED
0,00|682,50|01012014|31122014|35,00
682,51|1025,81|01012014|31122014|24,66
0,00|725,02|01012015|31122015|37,18
725,03|1089,72|01012015|31122015|26,20
0,00|806,80|01012016|31122016|41,37
806,81|1212,64|01012016|31122016|29,16
0,00|859,88|01012017|31122017|44,09
859,89|1292,43|01012017|31122017|31,07
0,00|877,67|01012018|31122018|45,00
877,68|1319,18|01012018|31122018|31,71
0,00|907,77|01012019||46,54
907,78|1364,43|01012019||32,80
